,0,1,2,ENST,12,PhyloP,AD,DBD
47,18,55228272,55228273,ENST00000356073,-1,2.11,False,False
48,18,55228273,55228274,ENST00000356073,-1,8.857,False,False
49,18,55228274,55228275,ENST00000356073,-1,8.857,False,False
50,18,55228275,55228276,ENST00000356073,-1,-4.683,False,False
51,18,55228276,55228277,ENST00000356073,-1,8.751,False,False
52,18,55228277,55228278,ENST00000356073,-1,8.857,False,False
53,18,55228278,55228279,ENST00000356073,-1,5.894,False,False
54,18,55228279,55228280,ENST00000356073,-1,6.303,False,False
55,18,55228280,55228281,ENST00000356073,-1,0.75,False,False
56,18,55228281,55228282,ENST00000356073,-1,2.397,False,False
57,18,55228282,55228283,ENST00000356073,-1,8.751,False,False
58,18,55228283,55228284,ENST00000356073,-1,6.303,False,False
59,18,55228284,55228285,ENST00000356073,-1,0.525,False,False
60,18,55228285,55228286,ENST00000356073,-1,6.303,False,False
61,18,55228286,55228287,ENST00000356073,-1,8.751,False,False
62,18,55228287,55228288,ENST00000356073,-1,-6.221,False,False
63,18,55228288,55228289,ENST00000356073,-1,8.751,False,False
64,18,55228289,55228290,ENST00000356073,-1,6.995,False,False
65,18,55228290,55228291,ENST00000356073,-1,-0.205,False,False
66,18,55228291,55228292,ENST00000356073,-1,8.751,False,False
67,18,55228292,55228293,ENST00000356073,-1,8.751,False,False
68,18,55228293,55228294,ENST00000356073,-1,-2.147,False,False
69,18,55228294,55228295,ENST00000356073,-1,8.751,False,False
70,18,55228295,55228296,ENST00000356073,-1,8.751,False,False
71,18,55228296,55228297,ENST00000356073,-1,2.959,False,False
72,18,55228297,55228298,ENST00000356073,-1,6.328,False,False
73,18,55228298,55228299,ENST00000356073,-1,8.857,False,False
74,18,55228299,55228300,ENST00000356073,-1,-3.458,False,False
75,18,55228300,55228301,ENST00000356073,-1,8.751,False,False
76,18,55228301,55228302,ENST00000356073,-1,6.303,False,False
77,18,55228302,55228303,ENST00000356073,-1,1.575,False,False
78,18,55228303,55228304,ENST00000356073,-1,8.751,False,False
79,18,55228304,55228305,ENST00000356073,-1,6.303,False,False
80,18,55228305,55228306,ENST00000356073,-1,1.628,False,False
81,18,55228306,55228307,ENST00000356073,-1,6.303,False,False
82,18,55228307,55228308,ENST00000356073,-1,8.857,False,False
83,18,55228308,55228309,ENST00000356073,-1,2.458,False,False
84,18,55228309,55228310,ENST00000356073,-1,6.334,False,False
85,18,55228310,55228311,ENST00000356073,-1,6.334,False,False
86,18,55228311,55228312,ENST00000356073,-1,-0.096,False,False
87,18,55228312,55228313,ENST00000356073,-1,6.334,False,False
88,18,55228313,55228314,ENST00000356073,-1,8.866,False,False
89,18,55228314,55228315,ENST00000356073,-1,0.197,False,False
90,18,55228315,55228316,ENST00000356073,-1,6.334,False,False
91,18,55228316,55228317,ENST00000356073,-1,8.866,False,False
92,18,55228317,55228318,ENST00000356073,-1,2.892,False,False
93,18,55228318,55228319,ENST00000356073,-1,6.334,False,False
94,18,55228319,55228320,ENST00000356073,-1,8.866,False,False
95,18,55228320,55228321,ENST00000356073,-1,3.571,False,False
96,18,55228321,55228322,ENST00000356073,-1,8.866,False,False
97,18,55228322,55228323,ENST00000356073,-1,3.678,False,False
98,18,55228323,55228324,ENST00000356073,-1,1.85,False,False
99,18,55228324,55228325,ENST00000356073,-1,8.866,False,False
100,18,55228325,55228326,ENST00000356073,-1,2.961,False,False
101,18,55228326,55228327,ENST00000356073,-1,0.03,False,False
102,18,55228327,55228328,ENST00000356073,-1,6.334,False,False
103,18,55228328,55228329,ENST00000356073,-1,6.334,False,False
104,18,55228329,55228330,ENST00000356073,-1,3.949,False,False
105,18,55228330,55228331,ENST00000356073,-1,6.309,False,False
106,18,55228331,55228332,ENST00000356073,-1,8.759,False,False
107,18,55228332,55228333,ENST00000356073,-1,0.757,False,False
108,18,55228333,55228334,ENST00000356073,-1,8.866,False,False
109,18,55228334,55228335,ENST00000356073,-1,6.309,False,False
110,18,55228335,55228336,ENST00000356073,-1,-4.695,False,False
111,18,55228336,55228337,ENST00000356073,-1,8.759,False,False
112,18,55228337,55228338,ENST00000356073,-1,8.866,False,False
113,18,55228338,55228339,ENST00000356073,-1,-5.25,False,False
114,18,55228339,55228340,ENST00000356073,-1,8.759,False,False
115,18,55228340,55228341,ENST00000356073,-1,8.866,False,False
116,18,55228341,55228342,ENST00000356073,-1,1.356,False,False
117,18,55228342,55228343,ENST00000356073,-1,6.334,False,False
118,18,55228343,55228344,ENST00000356073,-1,6.334,False,False
119,18,55228344,55228345,ENST00000356073,-1,-1.4,False,False
120,18,55228345,55228346,ENST00000356073,-1,8.759,False,False
121,18,55228346,55228347,ENST00000356073,-1,8.759,False,False
122,18,55228347,55228348,ENST00000356073,-1,-1.654,False,False
123,18,55228348,55228349,ENST00000356073,-1,6.334,False,False
124,18,55228349,55228350,ENST00000356073,-1,6.334,False,False
125,18,55228350,55228351,ENST00000356073,-1,3.539,False,False
126,18,55228351,55228352,ENST00000356073,-1,6.309,False,False
127,18,55228352,55228353,ENST00000356073,-1,6.998,False,False
128,18,55228353,55228354,ENST00000356073,-1,-0.061,False,False
129,18,55228354,55228355,ENST00000356073,-1,6.334,False,False
130,18,55228355,55228356,ENST00000356073,-1,6.334,False,False
131,18,55228356,55228357,ENST00000356073,-1,1.898,False,False
132,18,55228357,55228358,ENST00000356073,-1,8.866,False,False
133,18,55228358,55228359,ENST00000356073,-1,1.767,False,False
134,18,55228359,55228360,ENST00000356073,-1,0.812,False,False
135,18,55228360,55228361,ENST00000356073,-1,6.334,False,False
136,18,55228361,55228362,ENST00000356073,-1,8.866,False,False
137,18,55228847,55228848,ENST00000356073,-1,6.36,False,False
138,18,55228848,55228849,ENST00000356073,-1,8.903,False,False
139,18,55228849,55228850,ENST00000356073,-1,7.01,False,False
140,18,55228850,55228851,ENST00000356073,-1,-0.123,False,False
141,18,55228851,55228852,ENST00000356073,-1,6.335,False,False
142,18,55228852,55228853,ENST00000356073,-1,8.903,False,False
143,18,55228853,55228854,ENST00000356073,-1,2.015,False,False
144,18,55228854,55228855,ENST00000356073,-1,6.36,False,False
145,18,55228855,55228856,ENST00000356073,-1,8.796,False,False
146,18,55228856,55228857,ENST00000356073,-1,7.127,False,False
147,18,55228857,55228858,ENST00000356073,-1,6.36,False,False
148,18,55228858,55228859,ENST00000356073,-1,8.796,False,False
149,18,55228859,55228860,ENST00000356073,-1,7.142,False,False
150,18,55228860,55228861,ENST00000356073,-1,6.36,False,True
151,18,55228861,55228862,ENST00000356073,-1,8.903,False,True
152,18,55228862,55228863,ENST00000356073,-1,7.135,False,True
153,18,55228863,55228864,ENST00000356073,-1,6.335,False,True
154,18,55228864,55228865,ENST00000356073,-1,4.84,False,True
155,18,55228865,55228866,ENST00000356073,-1,4.891,False,True
156,18,55228866,55228867,ENST00000356073,-1,8.903,False,True
157,18,55228867,55228868,ENST00000356073,-1,6.36,False,True
158,18,55228868,55228869,ENST00000356073,-1,7.041,False,True
159,18,55228869,55228870,ENST00000356073,-1,6.335,False,True
160,18,55228870,55228871,ENST00000356073,-1,8.796,False,True
161,18,55228871,55228872,ENST00000356073,-1,7.021,False,True
162,18,55228872,55228873,ENST00000356073,-1,6.335,False,True
163,18,55228873,55228874,ENST00000356073,-1,6.36,False,True
164,18,55228874,55228875,ENST00000356073,-1,4.956,False,True
165,18,55228875,55228876,ENST00000356073,-1,6.335,False,True
166,18,55228876,55228877,ENST00000356073,-1,8.903,False,True
167,18,55228877,55228878,ENST00000356073,-1,-5.26,False,True
168,18,55228878,55228879,ENST00000356073,-1,8.791,False,True
169,18,55228879,55228880,ENST00000356073,-1,8.903,False,True
170,18,55228880,55228881,ENST00000356073,-1,7.123,False,True
171,18,55228881,55228882,ENST00000356073,-1,6.335,False,True
172,18,55228882,55228883,ENST00000356073,-1,8.903,False,True
173,18,55228883,55228884,ENST00000356073,-1,-1.747,False,True
174,18,55228884,55228885,ENST00000356073,-1,8.796,False,True
175,18,55228885,55228886,ENST00000356073,-1,8.903,False,True
176,18,55228886,55228887,ENST00000356073,-1,3.614,False,True
177,18,55228887,55228888,ENST00000356073,-1,6.36,False,True
178,18,55228888,55228889,ENST00000356073,-1,8.796,False,True
179,18,55228889,55228890,ENST00000356073,-1,4.955,False,True
180,18,55228890,55228891,ENST00000356073,-1,6.36,False,True
181,18,55228891,55228892,ENST00000356073,-1,8.796,False,True
182,18,55228892,55228893,ENST00000356073,-1,-0.242,False,True
183,18,55228893,55228894,ENST00000356073,-1,6.335,False,True
184,18,55228894,55228895,ENST00000356073,-1,8.796,False,True
185,18,55228895,55228896,ENST00000356073,-1,5.656,False,True
186,18,55228896,55228897,ENST00000356073,-1,6.335,False,True
187,18,55228897,55228898,ENST00000356073,-1,6.36,False,True
188,18,55228898,55228899,ENST00000356073,-1,2.426,False,True
189,18,55228899,55228900,ENST00000356073,-1,6.335,False,True
190,18,55228900,55228901,ENST00000356073,-1,8.796,False,True
191,18,55228901,55228902,ENST00000356073,-1,0.974,False,True
192,18,55228902,55228903,ENST00000356073,-1,6.335,False,True
193,18,55228903,55228904,ENST00000356073,-1,8.796,False,True
194,18,55228904,55228905,ENST00000356073,-1,5.962,False,True
195,18,55228905,55228906,ENST00000356073,-1,6.36,False,True
196,18,55228906,55228907,ENST00000356073,-1,6.36,False,True
197,18,55228907,55228908,ENST00000356073,-1,2.433,False,True
198,18,55228908,55228909,ENST00000356073,-1,8.796,False,True
199,18,55228909,55228910,ENST00000356073,-1,6.36,False,True
200,18,55228910,55228911,ENST00000356073,-1,5.965,False,True
201,18,55228911,55228912,ENST00000356073,-1,6.36,False,True
202,18,55228912,55228913,ENST00000356073,-1,8.796,False,True
203,18,55228913,55228914,ENST00000356073,-1,-2.17,False,True
204,18,55228914,55228915,ENST00000356073,-1,8.796,False,True
205,18,55228915,55228916,ENST00000356073,-1,8.796,False,True
206,18,55228916,55228917,ENST00000356073,-1,3.595,False,True
207,18,55228917,55228918,ENST00000356073,-1,6.36,False,True
208,18,55228918,55228919,ENST00000356073,-1,6.36,False,True
209,18,55228919,55228920,ENST00000356073,-1,5.869,False,True
210,18,55228920,55228921,ENST00000356073,-1,6.36,False,True
211,18,55228921,55228922,ENST00000356073,-1,8.903,False,True
212,18,55228922,55228923,ENST00000356073,-1,-2.99,False,True
213,18,55228923,55228924,ENST00000356073,-1,8.903,False,True
214,18,55228924,55228925,ENST00000356073,-1,6.36,False,True
215,18,55228925,55228926,ENST00000356073,-1,5.039,False,True
216,18,55228926,55228927,ENST00000356073,-1,6.36,False,True
217,18,55228927,55228928,ENST00000356073,-1,6.36,False,True
218,18,55228928,55228929,ENST00000356073,-1,1.199,False,True
219,18,55228929,55228930,ENST00000356073,-1,6.335,False,True
220,18,55228930,55228931,ENST00000356073,-1,8.796,False,True
221,18,55228931,55228932,ENST00000356073,-1,2.435,False,True
222,18,55228932,55228933,ENST00000356073,-1,6.36,False,True
223,18,55228933,55228934,ENST00000356073,-1,8.796,False,True
224,18,55228934,55228935,ENST00000356073,-1,0.152,False,True
225,18,55228935,55228936,ENST00000356073,-1,6.335,False,True
226,18,55228936,55228937,ENST00000356073,-1,8.796,False,True
227,18,55228937,55228938,ENST00000356073,-1,5.989,False,True
228,18,55228938,55228939,ENST00000356073,-1,6.36,False,True
229,18,55228939,55228940,ENST00000356073,-1,8.796,False,True
230,18,55228940,55228941,ENST00000356073,-1,1.696,False,True
231,18,55228941,55228942,ENST00000356073,-1,6.335,False,True
232,18,55228942,55228943,ENST00000356073,-1,8.903,False,True
233,18,55228943,55228944,ENST00000356073,-1,8.903,False,True
234,18,55228944,55228945,ENST00000356073,-1,6.335,False,True
235,18,55228945,55228946,ENST00000356073,-1,6.36,False,True
236,18,55228946,55228947,ENST00000356073,-1,3.518,False,True
237,18,55228947,55228948,ENST00000356073,-1,8.903,False,True
238,18,55228948,55228949,ENST00000356073,-1,8.796,False,True
239,18,55228949,55228950,ENST00000356073,-1,4.959,False,True
240,18,55228950,55228951,ENST00000356073,-1,8.903,False,True
241,18,55228951,55228952,ENST00000356073,-1,8.903,False,True
242,18,55228952,55228953,ENST00000356073,-1,-4.539,False,True
243,18,55228953,55228954,ENST00000356073,-1,6.335,False,True
244,18,55228954,55228955,ENST00000356073,-1,8.796,False,True
245,18,55228955,55228956,ENST00000356073,-1,7.137,False,True
246,18,55228956,55228957,ENST00000356073,-1,6.36,False,True
247,18,55228957,55228958,ENST00000356073,-1,8.903,False,True
248,18,55228958,55228959,ENST00000356073,-1,2.992,False,True
249,18,55228959,55228960,ENST00000356073,-1,6.36,False,True
250,18,55228960,55228961,ENST00000356073,-1,6.36,False,True
251,18,55228961,55228962,ENST00000356073,-1,5.871,False,True
252,18,55228962,55228963,ENST00000356073,-1,6.335,False,True
253,18,55228963,55228964,ENST00000356073,-1,6.335,False,True
254,18,55228964,55228965,ENST00000356073,-1,-0.52,False,True
255,18,55228965,55228966,ENST00000356073,-1,8.796,False,True
256,18,55228966,55228967,ENST00000356073,-1,8.903,False,True
257,18,55228967,55228968,ENST00000356073,-1,7.125,False,True
258,18,55228968,55228969,ENST00000356073,-1,6.36,False,True
259,18,55228969,55228970,ENST00000356073,-1,8.903,False,True
260,18,55228970,55228971,ENST00000356073,-1,-1.75,False,True
261,18,55228971,55228972,ENST00000356073,-1,6.36,False,True
262,18,55228972,55228973,ENST00000356073,-1,6.36,False,True
263,18,55228973,55228974,ENST00000356073,-1,4.761,False,True
264,18,55228974,55228975,ENST00000356073,-1,6.335,False,True
265,18,55228975,55228976,ENST00000356073,-1,6.36,False,True
266,18,55228976,55228977,ENST00000356073,-1,3.229,False,True
267,18,55228977,55228978,ENST00000356073,-1,6.36,False,True
268,18,55228978,55228979,ENST00000356073,-1,8.903,False,True
269,18,55228979,55228980,ENST00000356073,-1,-4.822,False,True
270,18,55228980,55228981,ENST00000356073,-1,8.903,False,True
271,18,55228981,55228982,ENST00000356073,-1,7.011,False,True
272,18,55228982,55228983,ENST00000356073,-1,0.92,False,True
273,18,55228983,55228984,ENST00000356073,-1,6.335,False,True
274,18,55228984,55228985,ENST00000356073,-1,8.903,False,True
275,18,55228985,55228986,ENST00000356073,-1,-0.62,False,True
276,18,55228986,55228987,ENST00000356073,-1,8.903,False,True
277,18,55228987,55228988,ENST00000356073,-1,5.652,False,True
278,18,55228988,55228989,ENST00000356073,-1,5.991,False,True
279,18,55228989,55228990,ENST00000356073,-1,6.335,False,True
280,18,55228990,55228991,ENST00000356073,-1,7.033,False,True
281,18,55228991,55228992,ENST00000356073,-1,2.891,False,True
282,18,55228992,55228993,ENST00000356073,-1,8.903,False,True
283,18,55228993,55228994,ENST00000356073,-1,8.796,False,True
284,18,55228994,55228995,ENST00000356073,-1,0.596,False,True
285,18,55228995,55228996,ENST00000356073,-1,6.36,False,True
286,18,55228996,55228997,ENST00000356073,-1,8.903,False,True
287,18,55228997,55228998,ENST00000356073,-1,-9.179,False,True
288,18,55228998,55228999,ENST00000356073,-1,8.903,False,True
289,18,55228999,55229000,ENST00000356073,-1,8.796,False,True
290,18,55229000,55229001,ENST00000356073,-1,1.246,False,True
291,18,55229001,55229002,ENST00000356073,-1,8.796,False,True
292,18,55229002,55229003,ENST00000356073,-1,8.903,False,True
293,18,55229003,55229004,ENST00000356073,-1,-9.384,False,True
294,18,55229004,55229005,ENST00000356073,-1,6.36,False,True
295,18,55229005,55229006,ENST00000356073,-1,6.36,False,True
296,18,55229006,55229007,ENST00000356073,-1,4.157,False,True
297,18,55229007,55229008,ENST00000356073,-1,6.36,False,True
298,18,55229008,55229009,ENST00000356073,-1,6.36,False,True
299,18,55229009,55229010,ENST00000356073,-1,-0.465,False,True
300,18,55229010,55229011,ENST00000356073,-1,8.796,False,True
301,18,55229011,55229012,ENST00000356073,-1,8.903,False,True
302,18,55229012,55229013,ENST00000356073,-1,8.903,False,True
303,18,55229013,55229014,ENST00000356073,-1,6.335,False,True
304,18,55229014,55229015,ENST00000356073,-1,6.36,False,True
305,18,55229015,55229016,ENST00000356073,-1,2.992,False,True
306,18,55229016,55229017,ENST00000356073,-1,8.903,False,True
307,18,55229017,55229018,ENST00000356073,-1,1.82,False,True
308,18,55229018,55229019,ENST00000356073,-1,1.067,False,True
309,18,55229019,55229020,ENST00000356073,-1,8.903,False,True
310,18,55229020,55229021,ENST00000356073,-1,4.141,False,True
311,18,55229021,55229022,ENST00000356073,-1,1.195,False,True
312,18,55229022,55229023,ENST00000356073,-1,6.36,False,False
313,18,55229023,55229024,ENST00000356073,-1,8.903,False,False
314,18,55229024,55229025,ENST00000356073,-1,7.12,False,False
315,18,55229025,55229026,ENST00000356073,-1,6.36,False,False
316,18,55229026,55229027,ENST00000356073,-1,6.36,False,False
317,18,55229027,55229028,ENST00000356073,-1,4.97,False,False
318,18,55229028,55229029,ENST00000356073,-1,6.36,False,False
319,18,55229029,55229030,ENST00000356073,-1,8.903,False,False
320,18,55229030,55229031,ENST00000356073,-1,-12.13,False,False
321,18,55229031,55229032,ENST00000356073,-1,8.903,False,False
322,18,55229032,55229033,ENST00000356073,-1,5.87,False,False
323,18,55229033,55229034,ENST00000356073,-1,2.767,False,False
324,18,55229034,55229035,ENST00000356073,-1,6.36,False,False
325,18,55229035,55229036,ENST00000356073,-1,8.903,False,False
326,18,55229036,55229037,ENST00000356073,-1,-20.0,False,False
327,18,55229037,55229038,ENST00000356073,-1,8.796,False,False
328,18,55229038,55229039,ENST00000356073,-1,8.903,False,False
329,18,55229039,55229040,ENST00000356073,-1,3.645,False,False
330,18,55229040,55229041,ENST00000356073,-1,6.36,False,False
331,18,55229041,55229042,ENST00000356073,-1,6.36,False,False
332,18,55229042,55229043,ENST00000356073,-1,5.066,False,False
333,18,55229043,55229044,ENST00000356073,-1,6.36,False,False
334,18,55229044,55229045,ENST00000356073,-1,8.796,False,False
335,18,55229045,55229046,ENST00000356073,-1,4.252,False,False
336,18,55229046,55229047,ENST00000356073,-1,6.36,False,False
337,18,55229047,55229048,ENST00000356073,-1,8.903,False,False
338,18,55229048,55229049,ENST00000356073,-1,-10.001,False,False
339,18,55229049,55229050,ENST00000356073,-1,8.796,False,False
340,18,55229050,55229051,ENST00000356073,-1,8.796,False,False
341,18,55229051,55229052,ENST00000356073,-1,-4.502,False,False
342,18,55229052,55229053,ENST00000356073,-1,8.796,False,False
343,18,55229053,55229054,ENST00000356073,-1,6.36,False,False
344,18,55229054,55229055,ENST00000356073,-1,3.526,False,False
345,18,55229055,55229056,ENST00000356073,-1,6.335,False,False
346,18,55229056,55229057,ENST00000356073,-1,7.033,False,False
347,18,55229057,55229058,ENST00000356073,-1,5.864,False,False
348,18,55229058,55229059,ENST00000356073,-1,6.36,False,False
349,18,55229059,55229060,ENST00000356073,-1,8.903,False,False
350,18,55229060,55229061,ENST00000356073,-1,1.473,False,False
351,18,55229061,55229062,ENST00000356073,-1,6.36,False,False
352,18,55229062,55229063,ENST00000356073,-1,8.903,False,False
353,18,55229063,55229064,ENST00000356073,-1,-3.601,False,False
354,18,55229064,55229065,ENST00000356073,-1,6.36,False,False
355,18,55229065,55229066,ENST00000356073,-1,8.903,False,False
356,18,55229066,55229067,ENST00000356073,-1,-7.419,False,False
357,18,55229067,55229068,ENST00000356073,-1,6.36,False,False
358,18,55229068,55229069,ENST00000356073,-1,8.903,False,False
359,18,55229069,55229070,ENST00000356073,-1,-5.887,False,False
360,18,55229070,55229071,ENST00000356073,-1,6.36,False,False
361,18,55229071,55229072,ENST00000356073,-1,6.36,False,False
362,18,55229072,55229073,ENST00000356073,-1,2.948,False,False
363,18,55229073,55229074,ENST00000356073,-1,6.36,False,False
364,18,55229074,55229075,ENST00000356073,-1,6.36,False,False
365,18,55229075,55229076,ENST00000356073,-1,8.796,False,False
366,18,55229076,55229077,ENST00000356073,-1,8.903,False,False
367,18,55232521,55232522,ENST00000356073,-1,6.357,False,False
368,18,55232522,55232523,ENST00000356073,-1,4.694,False,False
369,18,55232523,55232524,ENST00000356073,-1,8.792,False,False
370,18,55232524,55232525,ENST00000356073,-1,6.357,False,False
371,18,55232525,55232526,ENST00000356073,-1,6.332,False,False
372,18,55232526,55232527,ENST00000356073,-1,6.332,False,False
373,18,55232527,55232528,ENST00000356073,-1,6.357,False,False
374,18,55232528,55232529,ENST00000356073,-1,2.572,False,False
375,18,55232529,55232530,ENST00000356073,-1,8.792,False,False
376,18,55232530,55232531,ENST00000356073,-1,6.332,False,False
377,18,55232531,55232532,ENST00000356073,-1,6.357,False,False
378,18,55232532,55232533,ENST00000356073,-1,6.357,False,False
379,18,55232533,55232534,ENST00000356073,-1,6.357,False,False
380,18,55232534,55232535,ENST00000356073,-1,8.792,False,False
381,18,55232535,55232536,ENST00000356073,-1,6.332,False,False
382,18,55232536,55232537,ENST00000356073,-1,6.357,False,False
383,18,55232537,55232538,ENST00000356073,-1,6.332,False,False
384,18,55232538,55232539,ENST00000356073,-1,6.357,False,False
385,18,55232539,55232540,ENST00000356073,-1,8.898,False,False
386,18,55232540,55232541,ENST00000356073,-1,8.898,False,False
387,18,55232541,55232542,ENST00000356073,-1,6.357,False,False
388,18,55232542,55232543,ENST00000356073,-1,6.357,False,False
389,18,55232543,55232544,ENST00000356073,-1,8.898,False,False
390,18,55232544,55232545,ENST00000356073,-1,6.357,False,False
391,18,55232545,55232546,ENST00000356073,-1,6.357,False,False
392,18,55232546,55232547,ENST00000356073,-1,7.004,False,False
393,18,55232547,55232548,ENST00000356073,-1,6.357,False,False
394,18,55232548,55232549,ENST00000356073,-1,8.898,False,False
395,18,55232549,55232550,ENST00000356073,-1,2.014,False,False
396,18,55232550,55232551,ENST00000356073,-1,6.357,False,False
397,18,55232551,55232552,ENST00000356073,-1,8.898,False,False
398,18,55232552,55232553,ENST00000356073,-1,0.357,False,False
399,18,55232553,55232554,ENST00000356073,-1,6.357,False,False
400,18,55232554,55232555,ENST00000356073,-1,8.898,False,False
401,18,55232555,55232556,ENST00000356073,-1,3.766,False,False
402,18,55232556,55232557,ENST00000356073,-1,6.332,False,False
403,18,55232557,55232558,ENST00000356073,-1,1.037,False,False
404,18,55232558,55232559,ENST00000356073,-1,2.471,False,False
405,18,55232559,55232560,ENST00000356073,-1,6.357,False,False
406,18,55232560,55232561,ENST00000356073,-1,6.357,False,False
407,18,55232561,55232562,ENST00000356073,-1,8.898,False,False
408,18,55232562,55232563,ENST00000356073,-1,6.357,False,False
409,18,55232563,55232564,ENST00000356073,-1,6.357,False,False
410,18,55232564,55232565,ENST00000356073,-1,8.791,False,False
411,18,55232565,55232566,ENST00000356073,-1,6.357,False,False
412,18,55232566,55232567,ENST00000356073,-1,8.898,False,False
413,18,55232567,55232568,ENST00000356073,-1,7.12,False,False
414,18,55232568,55232569,ENST00000356073,-1,6.357,False,False
415,18,55232569,55232570,ENST00000356073,-1,8.898,False,False
416,18,55232570,55232571,ENST00000356073,-1,-0.18,False,False
417,18,55232571,55232572,ENST00000356073,-1,8.707,False,False
418,18,55232572,55232573,ENST00000356073,-1,3.605,False,False
419,18,55232573,55232574,ENST00000356073,-1,1.306,False,False
420,18,55232574,55232575,ENST00000356073,-1,8.791,False,False
421,18,55232575,55232576,ENST00000356073,-1,3.687,False,False
422,18,55232576,55232577,ENST00000356073,-1,0.521,False,False
423,18,55232577,55232578,ENST00000356073,-1,6.357,False,False
424,18,55232578,55232579,ENST00000356073,-1,6.357,False,False
425,18,55232579,55232580,ENST00000356073,-1,0.14,False,False
426,18,55232580,55232581,ENST00000356073,-1,8.791,False,False
427,18,55232581,55232582,ENST00000356073,-1,1.402,False,False
428,18,55232582,55232583,ENST00000356073,-1,4.956,False,False
429,18,55232583,55232584,ENST00000356073,-1,6.357,False,False
430,18,55232584,55232585,ENST00000356073,-1,8.898,False,False
431,18,55232585,55232586,ENST00000356073,-1,0.052,False,False
432,18,55232586,55232587,ENST00000356073,-1,6.357,False,False
433,18,55232587,55232588,ENST00000356073,-1,8.791,False,False
434,18,55232588,55232589,ENST00000356073,-1,1.31,False,False
435,18,55232589,55232590,ENST00000356073,-1,6.332,False,False
436,18,55232590,55232591,ENST00000356073,-1,8.791,False,False
437,18,55232591,55232592,ENST00000356073,-1,2.381,False,False
438,18,55232592,55232593,ENST00000356073,-1,6.357,False,False
439,18,55232593,55232594,ENST00000356073,-1,6.357,False,False
440,18,55232594,55232595,ENST00000356073,-1,1.959,False,False
441,18,55232595,55232596,ENST00000356073,-1,6.357,False,False
442,18,55232596,55232597,ENST00000356073,-1,8.898,False,False
443,18,55232597,55232598,ENST00000356073,-1,-3.116,False,False
444,18,55232598,55232599,ENST00000356073,-1,6.357,False,False
445,18,55232599,55232600,ENST00000356073,-1,8.898,False,False
446,18,55232600,55232601,ENST00000356073,-1,-8.205,False,False
447,18,55232601,55232602,ENST00000356073,-1,8.898,False,False
